text,label,label_name,app_name,app_id,rating,thumbs_up,review_id
"pengembalian dana lama sekali, padahal di aplikasi tertulis selesai otomatis 24 may, 23:59 dan sampai sekarang dana saya belum kembali.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,792b4aa3-20cf-43cd-b553-a7b0115f3f86
"buat pembeli yg rumahnya di lobang semut harap mencantumkan alamat sedetail mungkin/mengetik nomor telpon di alamat, karna pengiriman dari gojek driver tidak bisa telpon custamer by aplikasi karna sistemnya busuk, utk menghindari return ke toko dan barang hilang",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,03e98ce9-fbe9-4206-8d1f-8322ba880f52
"tidak ada gratis ongkir, barang relatif lebih mahal, dan banyak seller yang nipu, semoga kedepannya bisa lebih baik lagi",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,72b5956d-b9ce-4a22-bd52-16ae4271738e
"azzu paylater toko pedia azzu bunganya gede, mending pakai shopee lebih ringan bunganya",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,8839bc9a-66e3-4c24-ac1a-e76d2e019f11
susah checkout adanya aktifitas aneh mulu tokped gajelas ga kayak shopee,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,ae551ef2-6004-4585-b1aa-f0b503a25440
harga hampir 2x lebih mahal dari official store marketplace lain. tersedia banyak voucher tapi tidak bisa dipakai. mau cek out voucher terpakai tapi setelah pencet bayar langsung tertulis harga asli tanpa voucher barang/ongkir,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,6abf3ad9-2bc2-43fe-9279-f9096092746a
apaan apk shop ga jelas masa 5x co dibatalkan semua sama sellernya,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,e79c4b6c-a6e1-43f2-920e-4ed30d9a0c18
"udah 10 tahun ga pake tokped.hp, nomor dan email baru,karena hp sempet rusak &lupa pw email-nya.biasanya aku belanja di shopee.pengen ssekali belanja di tokped.dapatlh aku vocer pengguna baru.aku mau beli matcha.pas aku klik mau cekout pas masih di keranjang,itu vocer otomatis ke klik sama aplikasinya bukan ak.liat dpt vocer besar seneng dong.tapi pas mau pembayaran ga bisa. aku hubungi cs,cs bilang katanya harus ada s&k.kalau ga bisa dipake vocernya kenapa dikasih kepembeli.kapok!auto uninstal!",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,eea40135-1b67-43fe-97ea-a3b160e79095
aplikasi yang buruk .. mengajukan pinjaman cuman butuh data data dan ktp ajh .tolong data dan ktp sayah jgn di salah gunakan karna sayah tidak jadi minjam,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,080db99e-5cd7-4a8a-9c84-317c10b14b00
"banyak notifikasi click bait, padahal ngak transaksi apa2 ada notif ""pembayaran sedang di proses""",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c9ce1801-4318-4dc0-a1ba-99b54b7cd8c7
kurir rekomendasinya super lelet aplikasi berat,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,663e4133-186a-401f-ac53-97c0a5c0926b
akun saya dinonaktifkan dan dana saya tidak masuk 41jt,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,25472006-54c7-44e5-a216-53d2fd122e99
saya mau ubah no hp yg terdaftar di app karna no hp sudah tidak aktif dan saya mau ganti kenapa ribet banget sekali lagi saya bilang nomor sudah tidak aktif jangan suruh saya verifikasi ke no yg sudah tidak aktif konyol,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,2df75882-e7d9-4b2b-be2d-758eaf976621
"potongan yg besar, jualan bukan untung malah buntung",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,82b28cda-5abb-4067-888f-b9619f9ee11a
aplikasi gak guna saya gak pesan barang apa apa tiba tiba ada tagihan sebesar 303.000 gimana ini pihak tokopedia saya di teror terus ini,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,b0471ad2-9e33-4530-9cc2-fecf647e102a
tolong sediakan voucher untuk website jangan hanya untuk aplikasi saja.,0,negatif,Tokopedia,com.tokopedia.tkpd,1,3,bfde4c94-b5e9-4df0-9ec2-8697c24d2134
tolong dong ini tokopedia mau bangkrut apa gimana perasan dulu responsive banvet sekarang malah lemot. makin lama kayak shopee sama sama sampah,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,453a2884-475b-4edb-9871-53f8ceca81ed
"sepertinya tokopedia harus ganti partner logistiknya. karena dengan logistik yang sekarang ""j&t"" sering sekali bermasalah. sudah beberapa kali paket tidak di kirimkan. dan ada alasan di tolak oleh penerima. padahal kurir ngga pernah antar ke penerima. parahnya lagi paket tiba tiba sudah di terima, padahal sama sekali belum di kirim. bukti fotonya juga cuma blank gitu aja. segera perbaiki partner logistiknya sebelum pelanggan setia kabur ke toko lain",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,00d9a718-eb54-4c74-9b5e-c389290636e0
"setiap ada promo pasti di cheout , promo tidak berlakuu anjg",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,0d31edb6-81bd-465a-954f-f6e5991a724b
tidak bisa cod payah nih aolikasi,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,2be777b7-4c09-4cc5-9936-a6f0f173c480
"toped sekarang buruk, dana saya di gopay lenyap dan tidak ada pertanggungjawaban, sejak diakuisisi tiktok hancur ini aplikasi",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,da6dde42-3d8e-403f-9117-cd73612309b8
iklannya terlalu menggangu,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,a9d8e981-f1a6-401f-92d9-d3a5a60271e6
pengguna baru dpt bonus setengah hrga..tp di buat co gk dirim kirim.akhirnya pesanan btal otomatis.sama juga bhong. mending pke shope bnyk vocher riil alias nyata.gk bhongan kya tokopedia,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,2ce5933d-846d-4b98-9518-f9747d33834d
"harga mahal, ongkir mahal voc palsu. pelayanan buruk. kecewa sih download aplikasi ini. customer service nya lama jawabnya.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,3c759cb6-b859-4368-bfea-10a7ff9a9298
proses pengembalian dana lama banget,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,e8e75e05-090f-4763-89e8-a25474e02f3a
jembud diskone raiso dinggo,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,66eef9e1-a79a-4ea5-a174-2ef0a3e12e33
"mau hapus konten video tapi gagal terus,, tanya tokopedia care gak guna sama sekali,, kacauuu",0,negatif,Tokopedia,com.tokopedia.tkpd,1,21,602d1173-55d0-4552-bcdd-26fe22f42185
banyak yg ngiklanin,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,d910144c-5fe7-4daa-ad8e-1de1961cde0b
sampah banget dapet diskon gratis ongkir minimum blnja rp20 ribu gak bisa di pakek masih ada ongkir nya,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,3e6b6574-8692-418a-bd5f-32bbf9e5c4a5
"lemot parah,gangguan mulu.makin kesini malah makin ribet",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,d1f6efbb-feea-42f1-8833-6a63ef358db2
tidak layak install,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,092eeb59-5598-45d3-80b1-8dde361093eb
gratis ongkir aja ga ada parah,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,f1e7a759-7f04-47ae-a9c7-de835e26a714
kebanyakan update..aplikasi sampah,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,ccf692ca-4619-4e73-a148-6f00fa2f800b
iklan nya terlalu banyak yg membuat lag,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,b2f793a7-4635-4fb2-8cac-f3a68d68ba0b
"kasih tau sama j&t tuh, masa barang dilempar lempar terus pas udah sampai paket gw malah dirobek terus dicuri sebagian, apa apaan coba.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,afe3de08-97a0-4511-ab2c-336dd7a49537
hapus fitur rekomendasi gak guna malah ngeganggu,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,788d1bed-c599-4e6d-8567-de8a9fb0a1ab
pake plus klaim diskon segambreng tapi harganya gak ada yg turun tetep sama aja. pembelian rp 200rb diskon 5% cuma hoax belaka,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,4e079ec8-6c86-4c1b-89cb-ab71b631cab2
penanganan terlalu lama terhadap suatu masalah,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,d07ebc27-f2ad-4438-b2ce-06a0534ebbe2
beli obat jadi ruwet,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,5411cc69-b823-404e-aaf4-c7b745445013
"udh dftar diskon plus,tapi malh jadi gk pada diskon hrga mahal, nyesel..cuma ongkir doang, klaim 5 rbu jg gk ada,parah",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,693b1bc0-43c3-4fb5-b5de-1473bc8c573c
nunggunya aja lama tapi barang tidak dikirim. aplikasi paok,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,81f64e9f-69a6-4aba-a54e-02f4f765953f
tambah buruk aja gratis ongkir aja ga ada,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,9fe24154-6c3d-47ed-81c3-11f3794e76e7
iklan ganggu banget,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,271be171-c0e0-4124-a699-48701c648738
payah tokped vocher 5% hilang sekarang,0,negatif,Tokopedia,com.tokopedia.tkpd,1,9,10f0e247-94b5-49e4-a7f1-2dc65c2a646c
tokopedia plus 5% nya ilang percuma berlangganan 150ribu hilang.. tolol,0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,235a6126-50ce-4c09-96f8-a0fdd62a8474
kenapa ini aplikasi jd berat bgt yak. update doank rajin.. mau pake wifi. pake kartu 3. klo buka bufring..,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,93251881-92f5-4176-a5ac-18936682902b
"ga kaya dulu lagi.. sepi. sebagai pengguna tokopedia plus, promo potongan 5% khusus plus malah ga ada sekarang. sama saja dengan pengguna biasa. jadi buat apa bayar plus.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,d8394ccb-33d8-4a89-94eb-4ef5f0a3233b
ccukkkkzz niat ngasih voucher g sih.. beli minyak murah tp d batalkan.. trus voucher hilang.. php bgt,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,25baaee3-ce95-4310-9bb9-35c148b0f8e1
"gatel, gratis ongkir cuma iming iming",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,30f1e6cf-db62-4124-846b-f1098c87729b
"baru coba mau pake aplikasi ini kok agak ribet,.ber x x irder nggak masuk",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,66d5b1e2-e3f3-4a0c-a541-81c605aa8c2c
"pdhl udh pilih yg ongkir 15rb, tp d kirim nya lamaa bngtt",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c29f6297-6d17-40b4-a807-ef5e43282182
aplikasi wajib buang,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,5732b712-a5b1-4471-ab54-f9e36c1174e4
"performa nya jelek. ""hp lu aja yang kentang!"" iyaa sih android, tapi rog 5 njir. se kentang itu kah hp saya?",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,18cb5d90-6d37-4372-aff2-eda6a56c7097
pengembalian dana tidak di kembalikan,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,14faeb46-46ac-4c69-b31c-7c9f2762c950
"pesan brng 2 hari status proses trusss,..di chat toko ga respon,..hub cs ga ada solusi / cma dpt jwban ai, ket cuma dsruh nunggu 3 hri..mlh mirip preorder / abu-abu🫢(itupun blm tntu dikirim)..status toko ga jelas aktif/tidak nya, tidak ada jam tnggl trahir aktifnya..",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c74965c6-f198-4b20-84be-414e23213480
gk pernah dapat gratis ongkir,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c8692aaa-c4b0-49b8-b176-15c4c498e37a
uang pengembalian tdk dikembalikan,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,93323ef0-085d-44bc-90df-1836c368e348
iklan teruss ganggu bgt tauu sikit sikit iklan gk gunaaa😡,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,d4a4e282-9600-4382-b8e0-624f18ac2a47
"berbahaya!! dari tgl 10 mei 2026, saya melakukan pembayaran cc. hingga sekarang tgl 22 mei 2026. tidak ada pembayaran masuk ke cc saya. saya sampai dikejar kejar tiap hari oleh pihak bank untuk melakukan pembayaran. karena itu juga saya sudah komplain di tokopedia care nya dan hingga saat ini, hanya disuruh menunggu. sangat merugikan, nama saya bisa jadi buruk di bi checking, saya juga mendapat denda. dan pastinya pembengkakan bunga. tidak ada penyelesaian pasti sampai sekarang. parah !!",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,c43c9ad5-c018-4cf8-8424-a8e56f05cf79
"jual harga 10.250 cair cuma 9.430 dajjal memang potongan komisi ngelebihin dr cuan penjualnya. aplikasi kapitalis , mudah2 an cepet tobat deh. sementara bintang 1",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,9fb96a70-e426-4682-b70d-50c62c9930e4
harga tidak bersaing,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,02adb9ac-767c-4eac-91fd-50e0d1c6c21b
"pesen barang tapi status pembelin gabisa di tracking di menu transaksi, sama sekali ga muncul apapun katanya tidak ada transaksi yang sedang berlangsung. udah coba lapor lewat chat tanya tapi botnya juga ga bisa kasih solusi karna transaksi gabisa ditemukan😭 bukan masalah uangnya, tapi barangnya mau dipake secepatnya :)",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,953d1482-ad64-47da-a653-fd7d3bf71b57
mending pake toko oren dah,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,a0ecf014-c29f-40d7-85c9-da50ab5f57a1
"pembayaran ga masuk, ga berhasil komplen malah d suruh nunggu terus udah 2 minggu yang akhirnya jadi kena denda d saya.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,626e0c5c-06f5-48ca-8745-3489eb5af418
tidak beli tapi terus di spam ( pembayaran anda telah diproses),0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,496936be-fc3d-49b7-87f2-b775cb3bb30a
barang gw telat mulu datengnya,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,6f30e11b-ead0-4d47-8f09-1d1eb94e5571
tidak ada pilihan untuk menghapus atau paling tidak mengarsipkan transaksi yang sudah dilakukan.,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c9bfd242-6152-4a34-ad93-50cf46e2a52f
mahal semuanya. dan ongkir gila bnget. terus juga tidak terima cod,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,8c1745db-33e5-4050-8a61-ca86cb008fdb
"klik kembali malah ke halaman utama, bukan sekali dua kali. capek ngetik filter mulu njieng.!!",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,7785d602-f1b7-403d-8bc5-5cfa27dc6d9b
"aplikasi butut, ga mengutamakan pembeli, ada penipuan tidak ditangani akhirnya pembeli yang rugi, mendingan shoppe!!",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,48598204-96d2-444f-b2a2-8c263c2930cd
"aku yang user shoope nyoba tokped, baru install malah ngak bisa pesan barang apapun. terjadi kesalahan pada server mulu . ngak jadi pake tokped deh uninstall",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,a8c23f3e-b6e0-49bf-8121-d1c9dc29b19c
gangguan mulu (195),0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,4362fe4e-da98-4c21-af8a-ee2b4a91d871
kok mau check out barang munculnya error dan kadang malah beralih ke barang lain yang gak jelas,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,ca9aea2a-59a7-47b1-81b9-e70cc54ea053
"app gajelas kebanyakan kendala, atur yang bener napa, mau co aja gabisa",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,6171f123-3209-415d-a173-3e74d35af0b0
gangguan terus gak espek untuk di download,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,739905d0-ed64-407d-bd08-c362bec2dc44
saya mau checkout barang selalu gagal dan terkadang tiba2 sering error sendiri sistem tokped makin ke sini makin gk jelas,0,negatif,Tokopedia,com.tokopedia.tkpd,1,2,68f120e8-93cd-4667-acaf-4fe3461e8349
"gangguan mulu, ngga bisa cek out barang.. bikin ngga nyaman",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,da125e38-c34b-4b08-8ed8-591c38d2e3a1
g ada vitur barang bekas nya lagi ? kenapa malah di hilangkan?,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c001ceef-c8a0-431f-a313-02f9229f608e
"spam telepon nya ganggu banget, udah dibilang berkali-kali verifikasi tokonya dibatalkan saja. mau nonton aktifkan akun juga ga bisa.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,f730cffd-5e1f-4c23-817a-69767ec14294
"aplikasi jelek dalam customer service, admin nya selalu membela penjual/kurir, padahal jelas jelas mereka yang salah, aplikasi online shop terburuk",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,b9e9dcb9-d4a2-4044-a8d1-a58ca919dad1
cuma di indo beli barang khusus dewasa susah,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,b5435a23-a4a9-4d96-a152-177ec532dc7a
"tolong yaa, mau ngebalikin saldo ke gopay ajaa susah banget herann tolong duit saya balikin",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,cdac32cf-4584-4d50-bf88-0205b5f551d1
banyak penipu nya seler ( toko) jual produk masih ada katanya habis alasan ja. langsung uninstall ja gk berguna app ni hati hati,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,323e2722-e09d-4fa5-9b55-92e63d53b188
akun saya tidak bisa melakukan pemesanan,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,72b48116-35fb-40d3-893f-23350061f450
ada scam berkeliaran,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,b22199f9-167c-44a7-a780-b6d5a531ceab
"pengguna baru, tapi vouchernya gabisa dipake. voucher umpan doang ya? 😏hubungi cs tokopedia juga ga ngasi solusi apa apa, payah.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,65f3089c-0aa6-4b38-a075-1868e9e29595
notifikasi gak tau waktu,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,1b81a7f7-1450-41c1-8402-ee13288cd7c8
"ruet sekali toped, buat buka toko ajja gak bisa ruet super",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,7459da30-beef-43b0-a80c-2183aab5631c
"isi kuota, notifnya berhasil, tp kuota nggak masuk.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,6,51c484e4-6246-42bd-ac36-0c9d05eac232
"saldo gak bisa di refund, aplikasi merugikan",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,59131585-95a4-4748-8802-ed9f505418b5
awalnya aku kasih bintang 5. tapi sekarang aku kasih bintang 1. alasannya? peforma app sangat lemot. aku ke sini mau belanja malah tertahan sama app super lemot.,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,e17c5ac2-f13c-43df-b2d5-24a51ab1823c
kok gini tokped sekarang g bisa co,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,f4632d47-2353-47dd-93b2-2397dcc076c3
"bintang 1. komplain ke cs ga paham2! toko banyak yg ga aktif tapi disitu gak ada keterangan aktif nggak nya. tiba2 pesanan kita dibatalkan otomatis aja setelah 2-3 hari nunggu. kan makan waktu namanya! udh minta tolong dicek ini toko aktif ngga. aktif katanya. tpi ujung ujungnya tetep batal otomatis, toko tdk respons dari awal order. tokped kacau. bukannya makin bener malah begini. pake tokped 10 tahun. dulu tuh ada keterangannya. skrg kenapa ilang? biar apa si? auto uninstal! pindah ke yg lain!",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,6c547c92-3e52-4a9f-a66d-77ec8b0f8c4b
apk sampah duit refund gw kaga masuk masuk ajg,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,a5cd17da-bbff-4556-a713-abe210031822
"app aneh, pin point di map gak bisa"" di zoom malah balik mental",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,1d1f918d-3444-479c-9921-c8d5e6126a69
"apaan tokped, pengguna pertama promonya gabisa dipake gratis ongkirnya juga gabisa. mahal banget masaa, beli gaada diskon gaada gratong, mana ongkirnya mahal""",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,e5622059-3e2d-4327-a121-9f5df5bab6d9
aplikasi lelet ngasih voucher tapi gak bisa dipake mulu,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,e79ec8e1-c9b2-4d55-b24b-edd956ab4463
"aplikasi ini semakin hari semakin sampah, sering sekali error ada gangguan di tololpedia.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,6fe140c2-5459-4a59-b162-ee3b8d95d7ff
"gila order main cancel otomatis dengan jarak waktu yang itungan hari, segila enak itu aplikasi tokpded cancel dengan iming iming diskon tapi busuk fake, di tanya cs ga ada kebijakan yang logis baru kali ini belanja online kaya gini",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,5c32407a-be6b-4bcf-9645-e00c7a54fdd3
"saya mau menambahkan alamat baru, saat proses ingin menambahkan di minta untuk lengkapi kode pos, tapi kolom tempat pengisiannya tidak ada, alhasil engga bisa menambahkan alamat baru, tolong dong aplikasinya di perbaiki lagi, hal ini sangat menyulitkan dan merepotkan pengguna",0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,a2ce620e-6e8b-4ee6-9123-77654add3b25
"woii kalau metode pembayaran dana nya ga tersedia,ga ush di cantumkan bgok,org udh usaha buat byr lewat dana eh pas mau d byr mlah ga tersedia,apk ga jelas",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,9d4e14b0-20e9-47c4-a26a-a4c9c60163f2
"ga pernah download aplikasi sama sekali kok tiba2 ada kode otp yg masuk di whatsapp gue , aneh banget nih tokopedia",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,0db8fe56-c026-44d4-8805-7dd1c1867971
"ngasih vocher diskon tapi tidak boleh di pakai buat belanja mau beli barang aja di batesin, gak jelas emang ini aplikasi.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,1901ea63-57f7-4428-b377-8927f1aa6c8e
"banyak saller penipu di tokopedia ,kok bisa iya lolos saller penipu cukup sekali belanja di sana udh",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,5976cfc0-293a-488c-9eff-5b95364913a2
"aplikasi gak jelas. gw mau belajar bahasa inggris malah di suruh belanja 😡😡 aplikasi scam, katanya aplikasi ini buat belajar berbagai bahasa, tapi kenyataan malah disuruh belanja online. bintang -1.",0,negatif,Tokopedia,com.tokopedia.tkpd,1,2,60cc39c7-efcf-4198-8991-ce7427f75162
buat komplen tidak bisa..,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,8b7dc8df-1039-4939-8b63-074d464945fe
aplikasi sampah.. pembeli dpt mngajukan komplain 2x24 jam.. giliran ada mngajukan komplain eee gak bisa digunakan alias eror during uplod.. uda satu hari tetap gak bisa2.. modus😀😀😀😀tobat mengunakan aplikasi ini😀😀😀😀pdhl kita uda dirugi kn sama penjual pesan 2 bh yg dtang 1bh😀😀😀aplikasi ny gak bertanggung jawab,0,negatif,Tokopedia,com.tokopedia.tkpd,1,1,fbf7f30d-6fae-4fa4-9b87-cd3fdbd421f0
"beli barang cacat,pihak penjual di chat suruh retur.. giliran chat ke pihak tokopedia mlh bilang gk bisa retur 🥴🥴🥴🥴",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,24e73440-6aeb-4859-bfb9-7892c1a0af6e
makin susah gak kaya dulu aplikasi makin rebet,0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,fe8ca920-fa15-4935-b3d8-21ee0babdcea
"beli pakai tokopedia, barang ngak pernah disetujui, di cancel mulu bahkan para penjual di tokopedia jarang ada yang mau jawab pertanyaan customer",0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,72f32e56-c6ed-4a0a-92be-90f229b23f59
