text,label,label_name,app_name,app_id,rating,thumbs_up,review_id
bye bye detik selama beberapa tahun menggunakan akhirnya terlalu risih dengan iklan yg timbul berupa vidio. klo sekedar foto si gpp.,0.0,negatif,detikcom,org.detikcom.rss,1,22,3fe78267-5e8b-4e55-803f-3c0784a7bc66
dengan shopee jadi lebih mudah,2.0,positif,Shopee,com.shopee.id,4,0,d04f2b39-1964-4751-9977-3c401980c314
aman n lancar,2.0,positif,BCA Mobile,com.bca,5,0,955d032b-c93b-473f-9841-382f86497dd6
"data saya bocor dari apk ini, mau hapus akun saja ribetnya minta ampun.",0.0,negatif,Bukalapak,com.bukalapak.android,1,0,8b3ba52f-3e33-4903-8eb2-58c84cc91ad4
mengecewakan sekali. sekarang lexid pengirimannya sangat lama. masih 1 propinsi aja sudah 4hari pesanan saya belum nyampe.,0.0,negatif,Lazada ID,com.lazada.android,2,0,427f6d8f-f5dd-4c8e-ba13-52e6f557e726
sangat membantu saya utk mengetahu berita dalam dan luar negri,2.0,positif,detikcom,org.detikcom.rss,4,3,0b2da17d-cada-4daa-954f-57390d140273
"saldo gak bisa di refund, aplikasi merugikan",0.0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,59131585-95a4-4748-8802-ed9f505418b5
"setelah berubah ke update tampilan terbaru menurut saya malah menjadi kemunduran, kurang nyaman dalam mengakses berita. lebih baik tampilan sebelumnya yang simpel dan ga berbelit",0.0,negatif,detikcom,org.detikcom.rss,1,18,3d88a3da-4cf1-4231-93e6-f8ca75815345
gasuka klo pesen grabfood dpt pengemudinya lama dn hrus nunggu lama hbs tu dicancel pula tlg diperbaiki!,0.0,negatif,Grab,com.grabtaxi.passenger,2,0,d86c4b2d-1882-4547-87f0-b33671c8d4c7
"setelah download aplikasi dana di hp saya kenapa tidak bisa mendaftar ya. ada peringatan ""sistem aplikasi anda dirusak dapat membobol sistem rahasia dan mencuri data rahasia anda"" itu masalah nya kenapa ya? jadinya saya tidak bisa pakai aplikasi dana.",2.0,positif,DANA,id.dana,4,0,a3b1b66e-3cc9-496b-833f-7eff68d9486a
knp gk bisa buka detail pengiriman,0.0,negatif,DANA,id.dana,2,0,917b7ff6-a42b-4c6a-b250-5d2a41026c71
"semua untuk beli obat dan layanan dokter bagus, tetapi ada satu gangguan cukup besar ya itu tidak bisa ganti nomor jadi kalau nomor ganti tidak bisa pakai email lama dan semua riwayat transaksi sebelumnya hilang. hanya satu masalah ini dengan aplikasi",2.0,positif,Halodoc,com.linkdokter.halodoc.android,4,17,187c343c-137e-4c94-ad25-b48618f32d02
"tidak bisa beli obat di saat darurat, mana minimal beli 10 ribu padahal harga obatnya memang murah dan diskon. fitur opsi pengiriman error. fitur konsul dengan dokter juga tidak membantu saya memperoleh diagnosis dan obat. aplikasi malfungsi yang tidak ramah pengguna. :(",0.0,negatif,Halodoc,com.linkdokter.halodoc.android,1,1,23bb78af-c0d2-4732-beca-c50d9ca0e82f
apk yg membantu bangat,2.0,positif,Gojek,com.gojek.app,5,0,7aacbd9c-8c8e-440e-810b-50a00bfcad2a
"aplikasi mudah dioperasikan , banyak promo dan kerjasama dengan berbagai bidamg bisnis yang menunjang keseharian juga profesional.",2.0,positif,Gojek,com.gojek.app,5,0,2fd83380-35f5-4153-b97c-afe3aa7a19e2
"mohon pada testimonial pembeli diurutkan sesuai jumlah bintang dari kecil ke besar , sehingga calon pembeli bisa langsung baca keburukan pelapak / barang , tahu kekurangan barang bahkan ketidak jujuran pelapak.!! pernah saya beli sepatu tidak ada tali sepatu nya , beli celana pendek deskripsi nya bahan katun ternyata bahan nilon !!",0.0,negatif,Bukalapak,com.bukalapak.android,1,0,b55c2e45-74db-4650-b09e-918ecdc109f4
"setatus perjalanan paket tidak akurat, mohon di tingkatkan lagi,",2.0,positif,Lazada ID,com.lazada.android,4,0,b7da49be-0231-4f22-840f-a185c62e0ed1
"aplikasi dana menurut saya sangat membantu dalam kehidupan sehari-hari, tampilannya bagus dan mudah dipahami, bahkan untuk pengguna baru, proses transaksi seperti transfer, pembayaran tagihan, dan pembelian pulsa listrik, bisa dilakukan dengan cepat tampa ribet☺",2.0,positif,DANA,id.dana,5,3,2ef9d69a-55f6-4bdd-8fa2-0156388a9fcb
kenapa abis di update.. kok stiap masuk lama & kluar lgi..,2.0,positif,BCA Mobile,com.bca,4,0,1f239689-8429-4b80-9b0b-4dfba2cc5c5d
knapa buat verifikasi wajah ngga bisa?,0.0,negatif,BCA Mobile,com.bca,2,0,f7e3ec4d-2e6c-4aef-8608-0744ed3f213d
maaf tolong tingkatkan lagi aplikasi grab nya supaya kita bisa beli di supermarket juga 👍. top 1. sukses terus.💪💪,2.0,positif,Grab,com.grabtaxi.passenger,4,0,fb063668-a3b2-420b-9dbf-3901dafda295
skg ongkir di tokopedia mahal dan toko2 penjual sering membatalkan pesanan tanpa kasih tau alasan,2.0,positif,Tokopedia,com.tokopedia.tkpd,4,1,29da3aa5-4d61-46c9-9141-6c4924e0fa0d
"berita beragam, update & terpercaya",2.0,positif,detikcom,org.detikcom.rss,5,0,17e6665b-3a5c-4bcc-a162-2dd840d34f60
pakai hemat driver kagak ada yang mau..percuma ada diskon..zonk.. sementara beralih ke grab..habisin saldo,0.0,negatif,Gojek,com.gojek.app,1,3,cf8b1dd9-6256-4d0c-81ca-8a18ab4cfee2
"mantap lazada pengiriman nya tepat waktu dan banyak diskon,lanjut lazada sukses terus untuk maju 👍👍👍",2.0,positif,Lazada ID,com.lazada.android,5,4,1d697634-71f3-46d9-a999-159a2e6d0bdd
"lazada sekarang isi nya penjual penipu doang. mending ke apk lain aja dah.. kapok ma lazada.. sudah diskusi dengan tim dukungan lazadanya pun, jawabannya.. fix, uninstall dah..",0.0,negatif,Lazada ID,com.lazada.android,1,1,da4d2d28-cf93-430a-a015-bec4f624a8f0
belanja obat yg praktis. mudah dan cepat. ndak ribet. kemasan juga keren dan rapi.. sayangnya saat ini saya kasih bintang nya turun jadi 2 dulu. soalnya saya pesan obat dah 1 minggu blm sampe2.. keburu sakitnya akut kalo begitu mah. belanja obat harusnya pelayanan cepat krn berhubungan dengan kesehatan seseorang bahkan bisa juga nyawa. tolong diperhatikan. kalo.memang stock tdk ada mending langsung di block. jgn pake estimasi sekian hari br sampe.. supaya org lain bs cari alternatif lain.,0.0,negatif,Halodoc,com.linkdokter.halodoc.android,2,16,3029f452-7077-429c-a588-eb5e6182acd8
barangnya mahal mahal murah di sopi,0.0,negatif,Lazada ID,com.lazada.android,2,0,41b16e22-bf68-4fb5-8aab-d06cdd3271d8
"untuk harga sekarang lebih oke dibandingkan dulu. kadang pas belum di menu co harga berasa mahal pas menu co bisa turun 10-20% dari harga awal yang tertera, dengan diskon yang ditumpuk. saran, untuk update selanjutnya tolong buat pencarian gambar/foto biar ga ribet.",2.0,positif,Tokopedia,com.tokopedia.tkpd,4,3,3aba97f6-a510-4331-90ca-8ef6edb9588b
"min,, kalo boleh saran tolong kasih catatan per item buat pelapak di saat belanja,, biar tidak salah uk, jenis, warna saat dikirim pelapak karena kalo belanjanya banyak kemungkinan bisa salah karena di toko sebelah sudah ada fitur catatan buat pelapak per item saat chekout jdi lebih rinci saat order barang terimakasih semoga di tindak lanjuti",2.0,positif,Bukalapak,com.bukalapak.android,4,0,211a2e5a-63da-4fb6-9dbb-6ba4dd157daa
"ada yg bisa bantu gak y, pesanan saya lewat grab knp tidak sampai sampai di restoran nya y",2.0,positif,Grab,com.grabtaxi.passenger,5,0,f69a44df-fb28-4621-a438-ea8471e84b00
saya sangat suka dengan aplikasi lazada,2.0,positif,Lazada ID,com.lazada.android,4,0,9e0e21ae-a3c8-444c-9d5e-5a7650a7baca
"kenapa pilihan kategori jadi hilang/error? dimana sepakbola, inet, hot??",0.0,negatif,detikcom,org.detikcom.rss,2,0,41b9878f-6b35-46a3-b96d-f224ef22404d
aplikasi gk guna,0.0,negatif,Bukalapak,com.bukalapak.android,2,0,ee9de0eb-eda0-42de-b5e5-3a1b7562d582
there is no driver,2.0,positif,Grab,com.grabtaxi.passenger,5,0,21ea29c0-b0b1-482a-934a-68e113ccf5a1
"awalnya 2x saya pesan inhaler untuk asma gada kendala pas ke3x nya saya pesan inhaler ternyata kurir nya salah kirim ke alamat lain , buat laporan ke aplikasinya gada tanggapan sama sekali padahal itu inhaler sangat2 emergency apalagi waktu itu keadaan larut malam , dan saya pilih aplikasi halodoc tipe pengiriman instan , jujur dalam segi keamanan pesanan komsumen buruk sekali , sangat sangat buruk apalagi ini menyangkut ke sehatan , aplikasi sampah",0.0,negatif,Halodoc,com.linkdokter.halodoc.android,1,1,f7a38443-e105-4e21-87d0-e2dd73b8846f
saat akan menggunakan qris sering kali camera tidak bisa di gunakan. mohon di perbaiki kendalanya 🙏,2.0,positif,BCA Mobile,com.bca,4,0,01898b3e-9f3d-4b74-8994-53c231fbaabe
"fitur shoope vip nya mantep bangettt!!, cuman kalau boleh saran, misal ada pengembalian barang respon nya lebih gercep lagi.. saran yang lainnya juga soal pengiriman apalagi pos id sumpahh gak banget banyak kurir nakal nya, saran lain mudah mudahan tampilan nya bisa d perbarui lagi supaya tambah nyaman di mata🙏🏻",2.0,positif,Shopee,com.shopee.id,5,2,c7554fe9-c15e-4d02-afea-36212ac62f0c
saya menyarankan lazada buka atau kerjasama .dengan ali express atau 1688.dengan layanan forwader dari china.seperti jastip dari singapura .malaysia hongkong.taiwan.dan china..selama ini yg diburu kebanyakan dari china semoga lazada dalam tahun ini bisa membuka jasa titi beli dari china.,2.0,positif,Lazada ID,com.lazada.android,4,0,dd9729c2-7078-42b6-88d0-f579aa2c1711
"plis lahh masa dana cicil saya belum nongol min,padahal transaksi saya serta uang masuk udah lebih dari 20 juta,tapi kenapa kawan sayang yang laen udah pada nongol padahal belom pernah sampe limit,tolong lah min",2.0,positif,DANA,id.dana,5,0,f5616ac9-b9c4-421b-9fe8-70a123a362db
aplikasi nyh jelek suka loding mau pesan gojek susah ngeleg,0.0,negatif,Gojek,com.gojek.app,1,1,e87e17b7-b51d-4b8e-a716-b34833e48fcc
top markotooop ..selalu menjadi rujukan utama dlm berita,2.0,positif,detikcom,org.detikcom.rss,5,0,c862dcae-3374-4876-8bfa-7dabe4155e54
"shopee bagus ada fitur cod cek dulu ,minim penipuan dan banyak voucher diskon..cuma sayang nya pengiriman nya termasuk lambat kalau dibandingkan dengan aplikasi sebelah. dan gak semua orang bisa paham . saya penjual di shopee sering banget dapat penolakan paket gara2 paket kelamaan sampai nya .mudah2an kedepannya bisa lebih baik lagi.terimakasih",2.0,positif,Shopee,com.shopee.id,4,5,de9f9f78-fa9b-4521-b460-662470082749
iklan pop up saat baca komentar2 sangat menganggu. uda jauh2 baca komen sampai bawah terus kalau pop up iklan muncul malah jadi balik lagi ke komen yg awal. sangat menjengkelkan.,0.0,negatif,detikcom,org.detikcom.rss,1,4,c8a8492c-cff6-42e2-989f-d0408dfbe8a4
semoga aplikasi ini di tutup selama2 nya .kalian pernah belanja di sini .knpa kebocoran data apa lg jangan pernah sekali2 daftar ke lazbon . banyak email yang masuk penawaran pinjaman semua . apa lg saya kena scam found ya masih harus bertanggung jawab jelas ujung dari apkikasi ini .,0.0,negatif,Lazada ID,com.lazada.android,1,1,8a9fc409-ea0a-4406-8228-d5186f0ad0b6
"apakah mesti instal ulang lg jika terdapat eror saat penggunaan?krn 2hari berturut2 qris bca saya tdk bisa dibuka sdh update terbaru juga,jd apa perlu instal ulang?!",2.0,positif,BCA Mobile,com.bca,5,0,a0ec1a6e-f6a4-4949-85a8-4c509dc06835
banyak iklan yang menggangu,0.0,negatif,detikcom,org.detikcom.rss,2,0,181c1edf-f53d-4338-8c76-31adb7d509ac
salah tranfer malah tidak bisa kembali,0.0,negatif,DANA,id.dana,1,0,5875b05d-f1e1-492e-b3d8-4897a9d1ef61
"waktuhya kurang lama, jadi harus biaya lagi",2.0,positif,Halodoc,com.linkdokter.halodoc.android,4,0,934222ec-f03d-4f85-82ba-f61938c63547
ini aplikasi lemot banget sih,0.0,negatif,Grab,com.grabtaxi.passenger,2,0,a0c52ae4-0095-4aea-86bb-e4c60a704d09
dengan aplikasi halodoc saya jadi lebih mudah untuk menyampaikan keluhan atau keraguan dalam kehamilan saya..aplikasi ini sangat baik karna setiap dokter pasti selalu ksh saran diakhir sesi penyampaiannya..semoga saya dan janin dlm kandungan saya dlm keadaan sehat tanpa kekurangan apapun..diberi kelancaran sampai kelahiran..amin.. buat ibu hamil juga diluar sana semoga sehat selalu sampai klhrn..saling mendoakan semuanya buat bumil2..😃😃🙏🙏🙏🙏,2.0,positif,Halodoc,com.linkdokter.halodoc.android,4,3,4197c30d-21a8-4054-8f96-372d36549bcc
pembayaran mudah promo barang dan ongkir sangat memuaskan,2.0,positif,Tokopedia,com.tokopedia.tkpd,5,0,e94ccf84-09f9-41de-b4d9-bfcb2b61bc41
untuk jualan untungnya lumayan ges,2.0,positif,Shopee,com.shopee.id,5,0,8f784901-a882-476a-bd8f-abe63d59c2d3
alhamdulillah berita baik,2.0,positif,detikcom,org.detikcom.rss,4,1,9782340a-606d-4580-b600-c590398b09b6
jelas dan uptudate,2.0,positif,detikcom,org.detikcom.rss,5,0,604a7bf7-da88-4f30-a9cd-fad7c214b757
parah skrang lemot bnget bnget padahal jaringan bagus,0.0,negatif,BCA Mobile,com.bca,1,0,6c38d8a2-44cb-4d54-8851-318be35808c9
"baru buat rekening dan buat atm masa iya potongan nya gede amat 30rb trs gk bisa tranfer, bagaimana ceritanya, tolong dong di perbaiki sistem nya jangan error trs, potongan biasanya 10rb ataupun 8rb doang, ini 30rb",0.0,negatif,BCA Mobile,com.bca,2,0,914ab1bf-7ab6-4821-a4ed-60740503455b
"dokternya ramah, komunikatif..menjelaskan dengan detail apa yg dibutuhkan pasien ..",2.0,positif,Halodoc,com.linkdokter.halodoc.android,5,0,c07feb2b-6be2-4ed4-9e60-77aca25a8b7e
setelah update malah lemot banget,0.0,negatif,BCA Mobile,com.bca,2,0,31338c14-d14b-43e6-bad5-caad2c9130e0
kalau sering dikasih gratis ongkir kemungkinan bisa rame bukalapak,2.0,positif,Bukalapak,com.bukalapak.android,4,0,3be5d1f0-8743-40be-8a82-cf595c05c16b
sangat bagus dan lancar,2.0,positif,DANA,id.dana,5,0,e31055fa-62f0-4388-965e-a7488f318a48
aku tuh selalu puas banget belanja di shopee. shopee itu pokoknya is the best banget dan pelayanannya oke punya. yang belum punya shopee buruan download dan nikmatin belanja online yang mudah murah dan menyenangkan.,2.0,positif,Shopee,com.shopee.id,5,0,aa3e759c-2edd-44b3-8da1-ff044cdbb971
"hapus aja apk ini, mau uang aja, susah untuk konsultasi",0.0,negatif,Halodoc,com.linkdokter.halodoc.android,1,0,e2a16066-4674-4308-ae0a-12583147a9c9
baru brpa hari lazreward nya udah ga bisa di tukerin aja,2.0,positif,Lazada ID,com.lazada.android,4,1,f691893c-3030-4ded-b480-2b58deb50048
"adain fitur dark mode dong, biar pas nyari barang pas malem ga silau",2.0,positif,Shopee,com.shopee.id,4,0,5672191b-59fc-4f8f-8fee-7aeedd35e74a
"mencari driver terlalu lama sekali, padahal butuhnya cepet satu jam nunggu drivernya pick up di apoteknya, sekalinya dteng barang di taro gitu aja di lobby ga ada orang, di pojokan dibawah pula naronya,",0.0,negatif,Halodoc,com.linkdokter.halodoc.android,1,0,7f203ffa-0734-456f-8d64-5c3eb35e98c9
.dimana mana ada.semua lancarr.isi sll ada. memuaskan,2.0,positif,BCA Mobile,com.bca,4,0,0868c8b2-c4fc-413f-b766-91e20e5d029a
cara kerja promonya gak jelas..kupon diskonnya gak bisa digunakan padahal belum pernah belanja.,0.0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,c2500d5b-23b7-4fbe-9f6d-cca5927b95bc
"saya sudah tunggu pesanan 1 jam lebih tidak menemukan pengemudi saya mau batalkan juga tidak bisa masa begitu sih?waktu juga terbuang,saya nya juga kelaparan menunggu tidak bisa di batalkan lagi",2.0,positif,Grab,com.grabtaxi.passenger,4,0,46fb2fcb-b0c8-4815-85ae-1b55853d185e
sejauh ini bagus bagus aja👍.. min tolong untuk bisa menggunakan sidik jari biar lebih mantep,2.0,positif,BCA Mobile,com.bca,5,1,71a69986-0e1d-49bc-9d1d-f5fdfcf0651a
bagus dan cepat,2.0,positif,BCA Mobile,com.bca,5,0,be549c57-d85c-4591-805f-abe2ae432454
ongkirnya ngeri mahal ongkirnya sama harga paketnya.. paket harga 100rb ongkirnya 150rb,0.0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,6ab6f503-5a1a-4b34-80df-91dfaf102c82
mantaf..lazada harga terjangkau murah barang mantaf..👍tdk kaleng kaleng 👍👍,2.0,positif,Lazada ID,com.lazada.android,4,1,efdd3f84-462f-4fef-a267-c44b71c193c9
"tokopedia tolong ubah chat dokter ke halodoc lagi, tokopedia farma parah banget, susah banget dapat dokter, terus yg dipilih toko mana , yg disaranin toko mana, kan gak lucu kalau kejauhan mahalan ongkir daripada harga obat",0.0,negatif,Tokopedia,com.tokopedia.tkpd,2,0,5e7d6558-cd2d-4357-8991-5c177a42abaa
"suka asal penulisnya dan berita lama masih aja ada..contoh hari ini bikin judul belanda dr 94 gak pernah kalah dr tim non eropa,2014 ama argentina kalah adu pinalti itu bukan kalah ya,media tuh harus cermat ksh informasi",0.0,negatif,detikcom,org.detikcom.rss,2,2,b4132754-096f-49b3-a154-b0e2502b236f
pengiriman obat reguler lama,0.0,negatif,Halodoc,com.linkdokter.halodoc.android,2,0,d45a1831-46fb-45eb-917a-03e737adc350
hati hati aja aplikasinya error di harga,0.0,negatif,Tokopedia,com.tokopedia.tkpd,1,0,d67977fc-752a-4c56-a18d-b00072522f19
"lama nunggu, di batalin",0.0,negatif,Grab,com.grabtaxi.passenger,1,1,312e4621-d369-4016-9de9-2d3621d07f93
"permisi mau tanya kan saya sudah ada akun shopee, trs akun shopee yang lama hpnya hilang sama kartunya apa bisa daftar lagi ya pakai akun shopee yang lama🙏",2.0,positif,Shopee,com.shopee.id,5,0,2e16cc16-aa81-4e5d-804d-a819fade23f1
cukup lumayan membantu,2.0,positif,Gojek,com.gojek.app,4,0,4a883a6e-6529-4764-bf3e-7a3260925a50
knp gx bisa di download,2.0,positif,DANA,id.dana,4,0,ccdc47df-725c-4b35-9a33-36e426b11af6
semakin kesini makin sering gangguanya apa lagi kalo mau isi flazz,0.0,negatif,BCA Mobile,com.bca,1,0,62f0b111-9d23-4413-a549-9fbb50e61ef6
agak heran dana cicil kluar tpi gk bisa di gunakan aneh,0.0,negatif,DANA,id.dana,1,0,5e136e45-5b8e-422c-888e-c3aa7579a623
perbaiki gak bisa ngirim dana kemana pun gak bisa di tap apa lagi bug atau kenapa,2.0,positif,DANA,id.dana,4,0,4d23d7ee-5e53-41e7-80c6-24a0c15f4154
mantap toko pedia sllu kabarin saya ya yg promo2,2.0,positif,Tokopedia,com.tokopedia.tkpd,5,0,54860c46-701e-418e-8030-25edfdd6f498
sangat membantu dan mudah saat transaksi,2.0,positif,DANA,id.dana,5,0,439125de-7c3e-4865-8369-4b1a5c425738
sangat bermanfaat sekali,2.0,positif,BCA Mobile,com.bca,4,0,7352cd4f-2f61-44fc-8b1a-2f8e1625aa0a
b4 dlu ya baru mau coba udah di resepin dokter kalo manjur baru b5,2.0,positif,Halodoc,com.linkdokter.halodoc.android,4,0,922561df-b154-4bd2-a55b-1169e0d50264
dana sekarang miris. transfer aja minimal 20.500. kan gila ituu. mempersulit .. harusnya paling kecil itu 10.000 ribu. gimana mau nolong org minta tf 10.000 doank ke ponakan ataupun temen.. kan sulit lah ituuuu. baiknya pikirin nasabah dana. pengguna dana. jangan dipersulit. trims🙏🏻🙏🏻🙏🏻,0.0,negatif,DANA,id.dana,2,0,ef3e60c2-cae8-4c1f-aa34-7d1c52a55d78
siap sedia ketika di butuh kan 👍,2.0,positif,Gojek,com.gojek.app,5,0,d7387a95-bed2-4815-ac78-7a74027f472f
"beritanya bagus dan upded setiap saat,tidak pakai lama untuk ngasih kabar terkini,terus terang saya suka sekali dengan adanya detikcom,.buat detikcom maju terus untuk kabar beritanya",2.0,positif,detikcom,org.detikcom.rss,5,1,e8b0191e-27fb-4a0e-aa40-e4ab4b5c2ac5
"sekarang tokopedia tidak ada diskon, dialihkan ke tiktok shop",0.0,negatif,Tokopedia,com.tokopedia.tkpd,2,0,cf1e291c-e07b-4fc0-8286-1fc15cb77bcc
"ini aplikasi biadab.. lebih kejam dari pki, sy sudah lama berlangganan dengan aplikasi lazada biadab ini.. saya pake payleter nya telat 3hari membayar,dikenakan nya denda 80rb,sementara tagihan sy hanya 157rb..jd berapa persen di kenakan nya dendanya.. sementara sy punya tagihan di financial manapun gak pernah di kenakan denda sebesar itu.. sekalipun telat berminggu-minggu.. sumpah ini memang aplikasi biadab.memeras konsumen secara tidak langsung,dan tidak ada membuat kesepakatan denda.",0.0,negatif,Lazada ID,com.lazada.android,1,22,7f176674-7d57-4618-b456-ac9a15c226a1
"saya beli barang di lazada,tapi sering dapat whatsapp dari expedisi kalau paket saya hilang (indikasi penipuan) kok bisa tau oknum2 itu, semoga keamanan lazada bisa ditingkatkan lagi",0.0,negatif,Lazada ID,com.lazada.android,2,5,ac080e6f-703b-444b-a3dc-338714daec74
aplikasi kapitalis. pilih yg murah emang lama bgt dpt driver.,0.0,negatif,Gojek,com.gojek.app,1,0,34aa994d-0a69-4972-b58d-d5302ed2f367
"pengalaman bbrp hari ini : dua (2) kali memesan barang, dua (2) kali pula dibatalkan oleh system.. system tokopedia mengecewakan..",0.0,negatif,Tokopedia,com.tokopedia.tkpd,2,0,6b490695-b758-4b83-90c5-1c037872ad1e
kebanyakan iklan dan mengganggu,0.0,negatif,detikcom,org.detikcom.rss,2,3,ebf2f31d-c495-4b48-acd1-4656fefc988e
tampilan yg baru tambah jelek..apalagi kalo kita scroll pas dinyentuh shoope kita langsung pindah ke shoope apk..pokoe nyesel,0.0,negatif,detikcom,org.detikcom.rss,1,5,77120323-f906-4237-ba17-48507585b214
"ramah, jawabannya detail.",2.0,positif,Halodoc,com.linkdokter.halodoc.android,5,0,57079b4b-73b0-48ec-8f71-8e5a9ca184d2
"kenapa ya kok gak bisaa masuk/ bikin akun di halodoc,uda nyoba 8 kali sampek pake kartu baru tetep aja gak bisa?",0.0,negatif,Halodoc,com.linkdokter.halodoc.android,2,0,9063f093-c7a1-4f62-b6b9-13d7b7182a60
"untuk menarik uang dari akun bisnis, kena charge lumayan gede dan kalo dr aplikasi lain, bisa lebih dari sehari baru bisa diproses. beda sama bank atau aplikasi lain, udah mahal, lama.",0.0,negatif,DANA,id.dana,2,2,36bf0d58-7588-4dbb-b398-cc8b3c4207f0
tidak bisa buka,0.0,negatif,Shopee,com.shopee.id,2,0,ddba09f8-f33e-4cbf-8d4c-f58e55d13190
"kenapa sekarang dapat drivernya jauh"",, tlg pelayanannya di tingkatkan biar cs mudah dapat driver yg dekat",0.0,negatif,Grab,com.grabtaxi.passenger,2,0,5eba60a9-a9cb-4632-b4c1-b5aa35935d33
sekarang grab lamaa!!,0.0,negatif,Grab,com.grabtaxi.passenger,2,0,06dc071a-e265-48be-9218-7e5842b3c681
bagus deh pokonya yang introvet malu buat ke dokter bisa chat dengan dokter pake halodoc,2.0,positif,Halodoc,com.linkdokter.halodoc.android,5,0,8b5b1ec3-b68f-44ef-a1ba-166335875bde
bukalapak sekarang bukan tempat shopping yang?,0.0,negatif,Bukalapak,com.bukalapak.android,1,0,ce76e3e4-3f37-4221-8228-fef5c754cc5d
gak bisa buka,2.0,positif,DANA,id.dana,4,0,fad049e9-5c5c-40fa-af42-03741aa1c829
keren.. lancar dan terpercaya.. ga pernah ke aplikasi lain,2.0,positif,Tokopedia,com.tokopedia.tkpd,5,0,c053c474-4580-4960-8845-b8857becbe8f
"kemarin saya kasi bintang 5 dan sekarang saya kurang lagi jadi 2, akhir2 ini saya gak pernah belanja di bukalapak lagi. karna apk nya lelet . padahal sinyal nya bagus. parah gak seperti apk yg lain seperti shopie dan tokopedia",0.0,negatif,Bukalapak,com.bukalapak.android,2,1,0040f389-629c-4c49-8e42-5a54dda13342
selalu puas dengan shopee,2.0,positif,Shopee,com.shopee.id,5,0,a3b00334-b23e-4c66-9bc6-481ac574b5f7
sangat membantu keperluanku,2.0,positif,Shopee,com.shopee.id,5,0,a5963c90-f534-42ff-887e-0b2210e16455
"nanti kalo problem saya sdh ditangani saya edit, mks",0.0,negatif,Halodoc,com.linkdokter.halodoc.android,1,0,ed4e8be2-ba54-4861-b9f7-887c47af6749
tolong minimal konsul sejam ga cukup plisss😭🫵,2.0,positif,Halodoc,com.linkdokter.halodoc.android,4,1,0824bcd7-ff5a-432f-9e16-f7c112cdfa6d
